ATCCode|ATCName
N04AB|Ethers chemically close to antihistamines
N04AC|Ethers of tropine or tropine derivatives
N04BB|Adamantane derivatives
N04BC|Dopamine agonists
N04BD|Monoamine oxidase B inhibitors
N04BX|Other dopaminergic agents
N05AA|Phenothiazines with aliphatic side-chain
N05AC|Phenothiazines with piperidine structure
N05AD|Butyrophenone derivatives
N05AE|Indole derivatives
N05AF|Thioxanthene derivatives
N05AG|Diphenylbutylpiperidine derivatives
N05AH|Diazepines, oxazepines, thiazepines and oxepines
N05AL|Benzamides
N05AN|Lithium
N05AX|Other antipsychotics
N05BB|Diphenylmethane derivatives
N05BC|Carbamates
N05BD|Dibenzo-bicyclo-octadiene derivatives
N05BE|Azaspirodecanedione derivatives
N05BX|Other anxiolytics
N05CA|Barbiturates, plain
N05CF|Benzodiazepine related drugs
N05CX|Hypnotics and sedatives in combination, excl. barbiturates
N06AA|Non-selective monoamine reuptake inhibitors
N06AB|Selective serotonin reuptake inhibitors
N06AG|Monoamine oxidase A inhibitors
N06BA|Centrally acting sympathomimetics
N06BC|Xanthine derivatives
N06BX|Other psychostimulants and nootropics
N06CA|Antidepressants in combination with psycholeptics
N06DA|Anticholinesterases
N07AA|Anticholinesterases
N07AB|Choline esters
N07AX|Other parasympathomimetics
N07BA|Drugs used in nicotine dependence
N07BB|Drugs used in alcohol dependence
N07BC|Drugs used in opioid dependence
N07XX|Other nervous system drugs
P01AA|Hydroxyquinoline derivatives
P01AB|Nitroimidazole derivatives
P01BA|Aminoquinolines
P01BC|Methanolquinolines
P01CC|Nitrofuran derivatives
P01CX|Other agents against leishmaniasis and trypanosomiasis
P02BA|Quinoline derivatives and related substances
P02CA|Benzimidazole derivatives
P02CB|Piperazine and derivatives
P02CC|Tetrahydropyrimidine derivatives
P02CE|Imidazothiazole derivatives
P03AB|Chlorine containing products
P03AC|Pyrethrines, incl. synthetic compounds
R01AA|Sympathomimetics, plain
R02AB|Antibiotics
R02AD|Anesthetics, local
R03AA|Alpha- and beta-adrenoreceptor agonists
R03AB|Non-selective beta-adrenoreceptor agonists
R03AK|Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics
R03BA|Glucocorticoids
R03BB|Anticholinergics
R03BC|Antiallergic agents, excl. corticosteroids
R03BX|Other drugs for obstructive airway diseases, inhalants
R03DC|Leukotriene receptor antagonists
R06AC|Substituted ethylene diamines
R06AD|Phenothiazine derivatives
R07AA|Lung surfactants
R07AB|Respiratory stimulants
S01AD|Antivirals
S01BA|Corticosteroids, plain
S01CB|Corticosteroids/antiinfectives/mydriatics in combination
S01EA|Sympathomimetics in glaucoma therapy 1)
S01EB|Parasympathomimetics
S01EC|Carbonic anhydrase inhibitors
S01ED|Beta blocking agents 1)
S01EE|Prostaglandin analogues 1)
S01FA|Anticholinergics
S01FB|Sympathomimetics excl. antiglaucoma preparations
S01JA|Colouring agents
S01KX|Other surgical aids
S01LA|Antineovascularisation agents
S03AA|Antiinfectives
S03BA|Corticosteroids
V03AC|Iron chelating agents
V03AF|Detoxifying agents for antineoplastic treatment
V03AN|Medical gases
V04CA|Tests for diabetes
V04CC|Tests for bile duct patency
V04CD|Tests for pituitary function
V04CF|Tuberculosis diagnostics
V04CJ|Tests for thyreoidea function
V04CM|Tests for fertility disturbances
V08AA|Watersoluble, nephrotropic, high osmolar X-ray contrast media
V08AD|Non-watersoluble X-ray contrast media
V08DA|Ultrasound contrast media
V09BA|Technetium (99mTc) compounds
V09CX|Other renal system diagnostic radiopharmaceuticals
V09DB|Technetium (99mTc), particles and colloids
V09GA|Technetium (99mTc) compounds
V09HX|Other diagnostic radiopharmaceuticals for inflammation and infection detection
V09IX|Other diagnostic radiopharmaceuticals for tumour detection
V09XA|Iodine (131I) compounds
V10XX|Various therapeutic radiopharmaceuticals
A01A|STOMATOLOGICAL PREPARATIONS
A02B|DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A03A|DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03E|ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS
A03F|PROPULSIVES
A04A|ANTIEMETICS AND ANTINAUSEANTS
A05A|BILE THERAPY
A07A|INTESTINAL ANTIINFECTIVES
A07B|INTESTINAL ADSORBENTS
A07C|ELECTROLYTES WITH CARBOHYDRATES
A07D|ANTIPROPULSIVES
A07E|INTESTINAL ANTIINFLAMMATORY AGENTS
A07F|ANTIDIARRHEAL MICROORGANISMS
A08A|ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A10B|BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A11B|MULTIVITAMINS, PLAIN
A11C|VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO
A11D|VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12
A11E|VITAMIN B-COMPLEX, INCL. COMBINATIONS
A11G|ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS
A12A|CALCIUM
A12B|POTASSIUM
A12C|OTHER MINERAL SUPPLEMENTS
A14A|ANABOLIC STEROIDS
B01A|ANTITHROMBOTIC AGENTS
B02A|ANTIFIBRINOLYTICS
B02B|VITAMIN K AND OTHER HEMOSTATICS
B03B|VITAMIN B12 AND FOLIC ACID
B03X|OTHER ANTIANEMIC PREPARATIONS
B05A|BLOOD AND RELATED PRODUCTS
B05B|I.V. SOLUTIONS
C01A|CARDIAC GLYCOSIDES
C01B|ANTIARRHYTHMICS, CLASS I AND III
C01C|CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES
C01D|VASODILATORS USED IN CARDIAC DISEASES
C01E|OTHER CARDIAC PREPARATIONS
C02A|ANTIADRENERGIC AGENTS, CENTRALLY ACTING
C02C|ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING
C02D|ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON
C02K|OTHER ANTIHYPERTENSIVES
C02L|ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION
C03A|LOW-CEILING DIURETICS, THIAZIDES
C03B|LOW-CEILING DIURETICS, EXCL. THIAZIDES
C03C|HIGH-CEILING DIURETICS
C03D|POTASSIUM-SPARING AGENTS
C03E|DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION
C04A|PERIPHERAL VASODILATORS
C05B|ANTIVARICOSE THERAPY
C05C|CAPILLARY STABILIZING AGENTS
C07A|BETA BLOCKING AGENTS
C07B|BETA BLOCKING AGENTS AND THIAZIDES
C07C|BETA BLOCKING AGENTS AND OTHER DIURETICS
C08C|SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08D|SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
C09A|ACE INHIBITORS, PLAIN
C09B|ACE INHIBITORS, COMBINATIONS
C09C|ANGIOTENSIN II ANTAGONISTS, PLAIN
C09D|ANGIOTENSIN II ANTAGONISTS, COMBINATIONS
C09X|OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C10A|LIPID MODIFYING AGENTS, PLAIN
C10B|LIPID MODIFYING AGENTS, COMBINATIONS
D01B|ANTIFUNGALS FOR SYSTEMIC USE
D02A|EMOLLIENTS AND PROTECTIVES
D02B|PROTECTIVES AGAINST UV-RADIATION
D05A|ANTIPSORIATICS FOR TOPICAL USE
D05B|ANTIPSORIATICS FOR SYSTEMIC USE
D06A|ANTIBIOTICS FOR TOPICAL USE
D06B|CHEMOTHERAPEUTICS FOR TOPICAL USE
D07A|CORTICOSTEROIDS, PLAIN
D07B|CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS
D07C|CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS
D07X|CORTICOSTEROIDS, OTHER COMBINATIONS
D09A|MEDICATED DRESSINGS
D10B|ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE
G02A|UTEROTONICS
G03A|HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03C|ESTROGENS
G03E|ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION
G03F|PROGESTOGENS AND ESTROGENS IN COMBINATION
G03G|GONADOTROPINS AND OTHER OVULATION STIMULANTS
G03H|ANTIANDROGENS
G03X|OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G04B|UROLOGICALS
G04C|DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
H01A|ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01B|POSTERIOR PITUITARY LOBE HORMONES
H01C|HYPOTHALAMIC HORMONES
H02A|CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN
H02B|CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS
H03A|THYROID PREPARATIONS
H03B|ANTITHYROID PREPARATIONS
H03C|IODINE THERAPY
H04A|GLYCOGENOLYTIC HORMONES
H05A|PARATHYROID HORMONES AND ANALOGUES
H05B|ANTI-PARATHYROID AGENTS
J01A|TETRACYCLINES
J01B|AMPHENICOLS
J01C|BETA-LACTAM ANTIBACTERIALS, PENICILLINS
J01E|SULFONAMIDES AND TRIMETHOPRIM
J01F|MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS
J01G|AMINOGLYCOSIDE ANTIBACTERIALS
J01M|QUINOLONE ANTIBACTERIALS
J01X|OTHER ANTIBACTERIALS
J02A|ANTIMYCOTICS FOR SYSTEMIC USE
J04A|DRUGS FOR TREATMENT OF TUBERCULOSIS
J04B|DRUGS FOR TREATMENT OF LEPRA
J05A|DIRECT ACTING ANTIVIRALS
J06A|IMMUNE SERA
J06B|IMMUNOGLOBULINS
J07A|BACTERIAL VACCINES
J07B|VIRAL VACCINES
J07C|BACTERIAL AND VIRAL VACCINES, COMBINED
L01A|ALKYLATING AGENTS
L01B|ANTIMETABOLITES
L01C|PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
L01D|CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01X|OTHER ANTINEOPLASTIC AGENTS
L02A|HORMONES AND RELATED AGENTS
L02B|HORMONE ANTAGONISTS AND RELATED AGENTS
L03A|IMMUNOSTIMULANTS
L04A|IMMUNOSUPPRESSANTS
M01A|ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01B|ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION
M01C|SPECIFIC ANTIRHEUMATIC AGENTS
M03A|MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS
M03C|MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS
M05B|DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
M09A|OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
N01A|ANESTHETICS, GENERAL
N02A|OPIOIDS
N02C|ANTIMIGRAINE PREPARATIONS
N03A|ANTIEPILEPTICS
N04B|DOPAMINERGIC AGENTS
N05A|ANTIPSYCHOTICS
N05B|ANXIOLYTICS
N05C|HYPNOTICS AND SEDATIVES
N06A|ANTIDEPRESSANTS
N06B|PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS
N06C|PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION
N06D|ANTI-DEMENTIA DRUGS
N07A|PARASYMPATHOMIMETICS
N07B|DRUGS USED IN ADDICTIVE DISORDERS
N07C|ANTIVERTIGO PREPARATIONS
N07X|OTHER NERVOUS SYSTEM DRUGS
P01A|AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
P01B|ANTIMALARIALS
P01C|AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P02B|ANTITREMATODALS
P03A|ECTOPARASITICIDES, INCL. SCABICIDES
P03B|INSECTICIDES AND REPELLENTS
R01A|DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01B|NASAL DECONGESTANTS FOR SYSTEMIC USE
R03B|OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS
R03C|ADRENERGICS FOR SYSTEMIC USE
R03D|OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R05C|EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05D|COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS
R06A|ANTIHISTAMINES FOR SYSTEMIC USE
R07A|OTHER RESPIRATORY SYSTEM PRODUCTS
S01G|DECONGESTANTS AND ANTIALLERGICS
S01H|LOCAL ANESTHETICS
S01J|DIAGNOSTIC AGENTS
S01K|SURGICAL AIDS
S02A|ANTIINFECTIVES
S02B|CORTICOSTEROIDS
S02C|CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02D|OTHER OTOLOGICALS
S03A|ANTIINFECTIVES
S03B|CORTICOSTEROIDS
V01A|ALLERGENS
V04C|OTHER DIAGNOSTIC AGENTS
V08B|X-RAY CONTRAST MEDIA, NON-IODINATED
V08C|MAGNETIC RESONANCE IMAGING CONTRAST MEDIA
V08D|ULTRASOUND CONTRAST MEDIA
V09C|RENAL SYSTEM
V09D|HEPATIC AND RETICULO ENDOTHELIAL SYSTEM
V09E|RESPIRATORY SYSTEM
V09F|THYROID
V09H|INFLAMMATION AND INFECTION DETECTION
V09I|TUMOUR DETECTION
V10A|ANTIINFLAMMATORY AGENTS
V10X|OTHER THERAPEUTIC RADIOPHARMACEUTICALS
A01|STOMATOLOGICAL PREPARATIONS
A02|DRUGS FOR ACID RELATED DISORDERS
A04|ANTIEMETICS AND ANTINAUSEANTS
A06|DRUGS FOR CONSTIPATION
A08|ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A09|DIGESTIVES, INCL. ENZYMES
A10|DRUGS USED IN DIABETES
A11|VITAMINS
A13|TONICS
A14|ANABOLIC AGENTS FOR SYSTEMIC USE
A16|OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
B01|ANTITHROMBOTIC AGENTS
B02|ANTIHEMORRHAGICS
B03|ANTIANEMIC PREPARATIONS
B05|BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B06|OTHER HEMATOLOGICAL AGENTS
C01|CARDIAC THERAPY
C02|ANTIHYPERTENSIVES
C03|DIURETICS
C04|PERIPHERAL VASODILATORS
C07|BETA BLOCKING AGENTS
C08|CALCIUM CHANNEL BLOCKERS
C09|AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C10|LIPID MODIFYING AGENTS
D01|ANTIFUNGALS FOR DERMATOLOGICAL USE
D02|EMOLLIENTS AND PROTECTIVES
D05|ANTIPSORIATICS
D06|ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D07|CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D08|ANTISEPTICS AND DISINFECTANTS
D09|MEDICATED DRESSINGS
D10|ANTI-ACNE PREPARATIONS
D11|OTHER DERMATOLOGICAL PREPARATIONS
G01|GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G02|OTHER GYNECOLOGICALS
G04|UROLOGICALS
H01|PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H02|CORTICOSTEROIDS FOR SYSTEMIC USE
H03|THYROID THERAPY
H04|PANCREATIC HORMONES
H05|CALCIUM HOMEOSTASIS
J01|ANTIBACTERIALS FOR SYSTEMIC USE
J02|ANTIMYCOTICS FOR SYSTEMIC USE
J04|ANTIMYCOBACTERIALS
J05|ANTIVIRALS FOR SYSTEMIC USE
J06|IMMUNE SERA AND IMMUNOGLOBULINS
L01|ANTINEOPLASTIC AGENTS
L02|ENDOCRINE THERAPY
L03|IMMUNOSTIMULANTS
L04|IMMUNOSUPPRESSANTS
M01|ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M02|TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M03|MUSCLE RELAXANTS
M04|ANTIGOUT PREPARATIONS
M05|DRUGS FOR TREATMENT OF BONE DISEASES
M09|OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
N01|ANESTHETICS
N02|ANALGESICS
N03|ANTIEPILEPTICS
N04|ANTI-PARKINSON DRUGS
N05|PSYCHOLEPTICS
N06|PSYCHOANALEPTICS
N07|OTHER NERVOUS SYSTEM DRUGS
P01|ANTIPROTOZOALS
P03|ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS
R01|NASAL PREPARATIONS
R02|THROAT PREPARATIONS
R03|DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R05|COUGH AND COLD PREPARATIONS
R06|ANTIHISTAMINES FOR SYSTEMIC USE
R07|OTHER RESPIRATORY SYSTEM PRODUCTS
S01|OPHTHALMOLOGICALS
S02|OTOLOGICALS
S03|OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
V01|ALLERGENS
V10|THERAPEUTIC RADIOPHARMACEUTICALS
J|ANTIINFECTIVES FOR SYSTEMIC USE
N|NERVOUS SYSTEM
H|SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
A|ALIMENTARY TRACT AND METABOLISM
S|SENSORY ORGANS
D|DERMATOLOGICALS
P|ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
L|ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
G|GENITO URINARY SYSTEM AND SEX HORMONES
R|RESPIRATORY SYSTEM
C|CARDIOVASCULAR SYSTEM
M|MUSCULO-SKELETAL SYSTEM
B|BLOOD AND BLOOD FORMING ORGANS
V|VARIOUS
